workerid,proliferate.condition,acceptability_rating,bg_response,block_id,condition,context,item_id,original_bg_choice,rt,task,trial_num,verb,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
83,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.21,NA,0,verb_focus,Hanako said: Howard didn't <strong>MUMBLE</strong> that Alex bought a birthday cake.,3,NA,53991,acceptability,1,mumble,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0,NA,0,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <strong>PHONE</strong>.,9,NA,9348,acceptability,2,whine,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,0,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,10697,backgroundedness,3,insist,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,0,filler_bad_1,Hanako said: Ben didn't expect that <strong>LAURA</strong> would order pizza.,118,"Who would order pizza, according to Ben.",20228,backgroundedness,4,expect,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,0,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",32445,backgroundedness,5,insist,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.97,NA,0,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,6784,acceptability,6,believe,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.98,NA,1,embed_focus,Hanako said: John didn't whisper that Mary met with the <strong>LAWYER</strong>.,1,NA,8695,acceptability,7,whisper,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.2,NA,1,verb_focus,Hanako said: Jake didn't <strong>YELL</strong> that Yumi found the wallet.,7,NA,9570,acceptability,8,yell,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.45,NA,1,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong>LAST CUPCAKE</strong>.,103,NA,32758,acceptability,9,suspect,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,1,filler_bad_1,Hanako said: Larry didn't believe that <strong>NICK</strong> cooked dinner.,117,"Who cooked dinner, according to Larry.",9651,backgroundedness,10,believe,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,1,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,Who expected that Tony would visit George.,8616,backgroundedness,11,expect,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,1,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",14061,backgroundedness,12,guess,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.02,NA,2,verb_focus,Hanako said: Laura didn't <strong>MUTTER</strong> that Brandon broke his laptop.,4,NA,9096,acceptability,13,mutter,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,2,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,Who implied that Jacy rented the truck.,8408,backgroundedness,14,imply,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.96,NA,2,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,10819,acceptability,15,suggest,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,2,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"Whose agent would show up, according to Frankie.",23328,backgroundedness,16,hope,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.79,NA,2,embed_focus,Hanako said: Igor didn't shriek that Penny won the <strong>LOTTERY</strong>.,11,NA,8102,acceptability,17,shriek,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,2,filler_bad_1,Hanako said: Helen didn't think that <strong>MARC</strong> cut the bread. ,114,"Who cut the bread, according to Helen.",30704,backgroundedness,18,think,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,3,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",33024,backgroundedness,19,reveal,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.03,NA,3,verb_focus,Hanako said: Amy didn't <strong>SCREAM</strong> that Charlie saw the robber.,6,NA,21456,acceptability,20,scream,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.04,NA,3,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <strong>PARENTS</strong>.,12,NA,8288,acceptability,21,moan,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,3,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,Who guessed that Charlie received a message.,9602,backgroundedness,22,guess,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,3,filler_bad_1,Hanako said: Tim didn't suspect that <strong>JASON</strong> drank the beer. ,115,"Who drank the beer, according to Tim.",13955,backgroundedness,23,suspect,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.96,NA,3,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,6752,acceptability,24,expect,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.97,NA,4,embed_focus,Hanako said: Emma didn't stammer that Kevin lost the <strong>KEYS</strong>.,2,NA,17151,acceptability,25,stammer,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,4,filler_bad_1,Hanako said: Emily didn't say that <strong>PAUL</strong> drafted the letter.,113,"Who drafted the letter, according to Emily.",9456,backgroundedness,26,say,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.15,NA,4,verb_focus,Hanako said: Bill didn't <strong>SHOUT</strong> that Dan knew the professor.,5,NA,9446,acceptability,27,shout,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,4,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",20747,backgroundedness,28,imply,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,4,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,13527,backgroundedness,29,reveal,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.96,NA,4,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,25895,acceptability,30,say,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,5,filler_bad_1,Hanako said: Tony didn't suggest that <strong>LISA</strong> was in the office.,116,"Who was in the office, according to Tony.",8717,backgroundedness,31,suggest,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,5,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,8091,backgroundedness,32,hope,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.97,NA,5,embed_focus,Hanako said: Ashley didn't groan that Hasan talked to the <strong>DETECTIVES</strong>.,8,NA,7981,acceptability,33,groan,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.98,NA,5,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,18546,acceptability,34,think,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,0.02,NA,5,verb_focus,Hanako said: Fatima didn't <strong>MURMUR</strong> that Omar had dinner with his manager.,10,NA,25259,acceptability,35,murmur,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
83,condition1,NA,correct,5,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",37442,backgroundedness,36,expect,,[],20,Yes,,2,1,Female,english,Chrome,Mac,800,1280,12.0985,
80,condition1,0.71,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.17,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,1,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.77,NA,0,embed_focus,Hanako said: Laura didn't mutter that Brandon broke his <strong>LAPTOP</strong>.,4,NA,5657,acceptability,1,mutter,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,0,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,Who expected that Tony would visit George.,6863,backgroundedness,2,expect,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.79,NA,0,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,7385,acceptability,3,say,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,0,filler_bad_1,Hanako said: Tim didn't suspect that <strong>JASON</strong> drank the beer. ,115,"Who drank the beer, according to Tim.",11296,backgroundedness,4,suspect,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.25,NA,0,verb_focus,Hanako said: Bill didn't <strong>SHOUT</strong> that Dan knew the professor.,5,NA,5781,acceptability,5,shout,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,0,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",10200,backgroundedness,6,guess,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,1,filler_bad_1,Hanako said: Larry didn't believe that <strong>NICK</strong> cooked dinner.,117,"Who cooked dinner, according to Larry.",57005,backgroundedness,7,believe,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,1,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,10860,backgroundedness,8,reveal,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.56,NA,1,verb_focus,Hanako said: Jake didn't <strong>YELL</strong> that Yumi found the wallet.,7,NA,9014,acceptability,9,yell,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.59,NA,1,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,3625,acceptability,10,suggest,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.66,NA,1,embed_focus,Hanako said: Fatima didn't murmur that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,5852,acceptability,11,murmur,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,1,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",8807,backgroundedness,12,imply,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,2,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,Who guessed that Charlie received a message.,10040,backgroundedness,13,guess,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.57,NA,2,verb_focus,Hanako said: Howard didn't <strong>MUMBLE</strong> that Alex bought a birthday cake.,3,NA,13260,acceptability,14,mumble,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,2,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"Whose agent would show up, according to Frankie.",7254,backgroundedness,15,hope,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,2,filler_bad_1,Hanako said: Emily didn't say that <strong>PAUL</strong> drafted the letter.,113,"Who drafted the letter, according to Emily.",8884,backgroundedness,16,say,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.61,NA,2,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong>LAST CUPCAKE</strong>.,103,NA,7475,acceptability,17,suspect,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.58,NA,2,embed_focus,Hanako said: Igor didn't shriek that Penny won the <strong>LOTTERY</strong>.,11,NA,6392,acceptability,18,shriek,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.74,NA,3,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <strong>PHONE</strong>.,9,NA,3858,acceptability,19,whine,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,3,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",5511,backgroundedness,20,insist,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.77,NA,3,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,51233,acceptability,21,think,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,3,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,4507,backgroundedness,22,hope,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,3,filler_bad_1,Hanako said: Helen didn't think that <strong>MARC</strong> cut the bread. ,114,"Who cut the bread, according to Helen.",4851,backgroundedness,23,think,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.59,NA,3,verb_focus,Hanako said: Emma didn't <strong>STAMMER</strong> that Kevin lost the keys.,2,NA,3599,acceptability,24,stammer,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,4,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",7321,backgroundedness,25,expect,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,4,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,4393,backgroundedness,26,insist,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,4,filler_bad_1,Hanako said: Tony didn't suggest that <strong>LISA</strong> was in the office.,116,"Who was in the office, according to Tony.",5077,backgroundedness,27,suggest,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.63,NA,4,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <strong>PARENTS</strong>.,12,NA,3931,acceptability,28,moan,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.59,NA,4,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,3265,acceptability,29,believe,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.65,NA,4,verb_focus,Hanako said: Amy didn't <strong>SCREAM</strong> that Charlie saw the robber.,6,NA,4880,acceptability,30,scream,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,5,filler_bad_1,Hanako said: Ben didn't expect that <strong>LAURA</strong> would order pizza.,118,"Who would order pizza, according to Ben.",8047,backgroundedness,31,expect,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.64,NA,5,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,5483,acceptability,32,expect,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.61,NA,5,verb_focus,Hanako said: John didn't <strong>WHISPER</strong> that Mary met with the lawyer.,1,NA,3402,acceptability,33,whisper,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,5,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",5129,backgroundedness,34,reveal,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,NA,correct,5,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,Who implied that Jacy rented the truck.,8344,backgroundedness,35,imply,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
80,condition1,0.64,NA,5,embed_focus,Hanako said: Ashley didn't groan that Hasan talked to the <strong>DETECTIVES</strong>.,8,NA,7220,acceptability,36,groan,,[],20,Yes,,2,1,Female,English and Spanish ,Chrome,Mac,900,1440,11.145633333333333,
79,condition1,1,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
