workerid,proliferate.condition,acceptability_rating,bg_response,block_id,condition,context,item_id,original_bg_choice,rt,task,trial_num,verb,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
79,condition1,NA,incorrect,0,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"What Carol's brother signed, according to Rui.",34134,backgroundedness,1,imply,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.57,NA,0,embed_focus,Hanako said: Laura didn't mutter that Brandon broke his <strong>LAPTOP</strong>.,4,NA,15365,acceptability,2,mutter,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,0,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,"What Jacy rented, according to Ronald.",10166,backgroundedness,3,imply,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0,NA,0,verb_focus,Hanako said: Ashley didn't <strong>GROAN</strong> that Hasan talked to the detectives.,8,NA,6467,acceptability,4,groan,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,0,filler_bad_1,Hanako said: Emily didn't say that <strong>PAUL</strong> drafted the letter.,113,"Who drafted the letter, according to Emily.",11732,backgroundedness,5,say,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,1,NA,0,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,6916,acceptability,6,expect,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.75,NA,1,embed_focus,Hanako said: Emma didn't stammer that Kevin lost the <strong>KEYS</strong>.,2,NA,6967,acceptability,7,stammer,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,1,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Where the book about astronomy was, according to Jamal.",15983,backgroundedness,8,expect,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,1,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,"What Zack broke, according to Kate.",9269,backgroundedness,9,insist,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.96,NA,1,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,3831,acceptability,10,say,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.68,NA,1,verb_focus,Hanako said: Bill didn't <strong>SHOUT</strong> that Dan knew the professor.,5,NA,4349,acceptability,11,shout,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,1,filler_bad_1,Hanako said: Helen didn't think that <strong>MARC</strong> cut the bread. ,114,"Who cut the bread, according to Helen.",5936,backgroundedness,12,think,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,1,NA,2,verb_focus,Hanako said: Yash didn't <strong>WHINE</strong> that Ming forgot her phone.,9,NA,7848,acceptability,13,whine,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.77,NA,2,embed_focus,Hanako said: Fatima didn't murmur that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,5084,acceptability,14,murmur,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,2,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"What Eva's uncle should do, according to Ted.",8967,backgroundedness,15,insist,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,2,filler_bad_1,Hanako said: Ben didn't expect that <strong>LAURA</strong> would order pizza.,118,Who expected that Laura would order pizza.,4936,backgroundedness,16,expect,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,2,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,"Who Todd went out with, according to Jess.",4197,backgroundedness,17,reveal,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.37,NA,2,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,4234,acceptability,18,suggest,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.85,NA,3,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,4048,acceptability,19,think,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.49,NA,3,verb_focus,Hanako said: Howard didn't <strong>MUMBLE</strong> that Alex bought a birthday cake.,3,NA,3934,acceptability,20,mumble,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,3,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"What the assistant to the director would do, according to Jessie.",11234,backgroundedness,21,guess,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,3,filler_bad_1,Hanako said: Tim didn't suspect that <strong>JASON</strong> drank the beer. ,115,"Who drank the beer, according to Tim.",6746,backgroundedness,22,suspect,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,3,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,10786,backgroundedness,23,hope,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.1,NA,3,embed_focus,Hanako said: Amy didn't scream that Charlie saw the <strong>ROBBER</strong>.,6,NA,3650,acceptability,24,scream,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.07,NA,4,verb_focus,Hanako said: John didn't <strong>WHISPER</strong> that Mary met with the lawyer.,1,NA,2916,acceptability,25,whisper,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.52,NA,4,embed_focus,Hanako said: Jake didn't yell that Yumi found the <strong>WALLET</strong>.,7,NA,6516,acceptability,26,yell,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,4,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"Whose agent would show up, according to Frankie.",18920,backgroundedness,27,hope,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,4,filler_bad_1,Hanako said: Larry didn't believe that <strong>NICK</strong> cooked dinner.,117,"Who cooked dinner, according to Larry.",7580,backgroundedness,28,believe,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.82,NA,4,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,3450,acceptability,29,believe,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,4,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,"Who Tony would visit, according to Sally.",7171,backgroundedness,30,expect,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.14,NA,5,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <strong>PARENTS</strong>.,12,NA,5162,acceptability,31,moan,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,5,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Where Krishna's parents were moving to, according to Donald.",7432,backgroundedness,32,reveal,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,correct,5,filler_bad_1,Hanako said: Tony didn't suggest that <strong>LISA</strong> was in the office.,116,"Who was in the office, according to Tony.",6534,backgroundedness,33,suggest,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,0.7,NA,5,verb_focus,Hanako said: Igor didn't <strong>SHRIEK</strong> that Penny won the lottery.,11,NA,4716,acceptability,34,shriek,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,1,NA,5,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong>LAST CUPCAKE</strong>.,103,NA,3368,acceptability,35,suspect,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
79,condition1,NA,incorrect,5,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,"What Charlie received, according to Julian.",4915,backgroundedness,36,guess,,[],21,Yes,"Although I am a native english speaker, I thought this was quite challenging. ",2,1,Female,English,Chrome,Mac,900,1440,6.61215,
82,condition1,0.95,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,1,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,0,filler_bad_1,Hanako said: Emily didn't say that <strong>PAUL</strong> drafted the letter.,113,"Who drafted the letter, according to Emily.",9304,backgroundedness,1,say,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,0,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",21103,backgroundedness,2,imply,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.76,NA,0,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <strong>PARENTS</strong>.,12,NA,18675,acceptability,3,moan,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.16,NA,0,verb_focus,Hanako said: Igor didn't <strong>SHRIEK</strong> that Penny won the lottery.,11,NA,17563,acceptability,4,shriek,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,0,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,13585,backgroundedness,5,reveal,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.97,NA,0,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,6806,acceptability,6,think,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,1,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",11427,backgroundedness,7,expect,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.97,NA,1,embed_focus,Hanako said: Fatima didn't murmur that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,16557,acceptability,8,murmur,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.04,NA,1,verb_focus,Hanako said: Yash didn't <strong>WHINE</strong> that Ming forgot her phone.,9,NA,10488,acceptability,9,whine,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,1,filler_bad_1,Hanako said: Tony didn't suggest that <strong>LISA</strong> was in the office.,116,"Who was in the office, according to Tony.",8558,backgroundedness,10,suggest,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.97,NA,1,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,15989,acceptability,11,suggest,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,1,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,Who guessed that Charlie received a message.,8232,backgroundedness,12,guess,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,2,filler_bad_1,Hanako said: Tim didn't suspect that <strong>JASON</strong> drank the beer. ,115,"Who drank the beer, according to Tim.",7342,backgroundedness,13,suspect,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.03,NA,2,verb_focus,Hanako said: Laura didn't <strong>MUTTER</strong> that Brandon broke his laptop.,4,NA,4557,acceptability,14,mutter,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.96,NA,2,embed_focus,Hanako said: Bill didn't shout that Dan knew the <strong>PROFESSOR</strong>.,5,NA,5815,acceptability,15,shout,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,2,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,11992,backgroundedness,16,hope,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,2,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",10198,backgroundedness,17,insist,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.97,NA,2,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,6225,acceptability,18,say,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.99,NA,3,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,5591,acceptability,19,expect,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,3,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",9404,backgroundedness,20,reveal,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,3,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,Who implied that Jacy rented the truck.,6161,backgroundedness,21,imply,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.95,NA,3,embed_focus,Hanako said: Ashley didn't groan that Hasan talked to the <strong>DETECTIVES</strong>.,8,NA,7790,acceptability,22,groan,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,3,filler_bad_1,Hanako said: Ben didn't expect that <strong>LAURA</strong> would order pizza.,118,"Who would order pizza, according to Ben.",4833,backgroundedness,23,expect,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.02,NA,3,verb_focus,Hanako said: Howard didn't <strong>MUMBLE</strong> that Alex bought a birthday cake.,3,NA,16141,acceptability,24,mumble,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.01,NA,4,verb_focus,Hanako said: Amy didn't <strong>SCREAM</strong> that Charlie saw the robber.,6,NA,5823,acceptability,25,scream,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,4,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,7542,backgroundedness,26,insist,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.97,NA,4,embed_focus,Hanako said: Jake didn't yell that Yumi found the <strong>WALLET</strong>.,7,NA,4507,acceptability,27,yell,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,4,filler_bad_1,Hanako said: Helen didn't think that <strong>MARC</strong> cut the bread. ,114,"Who cut the bread, according to Helen.",3908,backgroundedness,28,think,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,4,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",7923,backgroundedness,29,guess,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.97,NA,4,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,5366,acceptability,30,believe,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,5,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"Whose agent would show up, according to Frankie.",5608,backgroundedness,31,hope,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,5,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,Who expected that Tony would visit George.,5481,backgroundedness,32,expect,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
