workerid,proliferate.condition,acceptability_rating,bg_response,block_id,condition,context,item_id,original_bg_choice,rt,task,trial_num,verb,wrong_attempts,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
82,condition1,0.02,NA,5,verb_focus,Hanako said: John didn't <strong>WHISPER</strong> that Mary met with the lawyer.,1,NA,7600,acceptability,33,whisper,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.99,NA,5,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong>LAST CUPCAKE</strong>.,103,NA,5582,acceptability,34,suspect,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,0.95,NA,5,embed_focus,Hanako said: Emma didn't stammer that Kevin lost the <strong>KEYS</strong>.,2,NA,5932,acceptability,35,stammer,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
82,condition1,NA,correct,5,filler_bad_1,Hanako said: Larry didn't believe that <strong>NICK</strong> cooked dinner.,117,"Who cooked dinner, according to Larry.",6674,backgroundedness,36,believe,,[],21,Yes,,2,0,Female,English,Safari,iPhone/iPod,896,414,8.043783333333334,
78,condition1,0.7,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.15,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,incorrect,0,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"What Carol's brother signed, according to Rui.",45944,backgroundedness,1,imply,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,incorrect,0,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,"Who Tony would visit, according to Sally.",29544,backgroundedness,2,expect,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,0,filler_bad_1,Hanako said: Tim didn't suspect that <strong>JASON</strong> drank the beer. ,115,"Who drank the beer, according to Tim.",27872,backgroundedness,3,suspect,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.82,NA,0,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,12976,acceptability,4,expect,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.07,NA,0,verb_focus,Hanako said: Igor didn't <strong>SHRIEK</strong> that Penny won the lottery.,11,NA,10016,acceptability,5,shriek,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.75,NA,0,embed_focus,Hanako said: Bill didn't shout that Dan knew the <strong>PROFESSOR</strong>.,5,NA,9896,acceptability,6,shout,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.71,NA,1,verb_focus,Hanako said: Laura didn't <strong>MUTTER</strong> that Brandon broke his laptop.,4,NA,5647,acceptability,7,mutter,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.11,NA,1,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <strong>PARENTS</strong>.,12,NA,22816,acceptability,8,moan,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.77,NA,1,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,4992,acceptability,9,think,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,incorrect,1,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,"What Jacy rented, according to Ronald.",27414,backgroundedness,10,imply,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,1,filler_bad_1,Hanako said: Ben didn't expect that <strong>LAURA</strong> would order pizza.,118,"Who would order pizza, according to Ben.",11528,backgroundedness,11,expect,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,incorrect,1,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"What the agent of the guitarist did, according to Frankie.",37849,backgroundedness,12,hope,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,incorrect,2,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Where Krishna's parents were moving to, according to Donald.",36793,backgroundedness,13,reveal,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.82,NA,2,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong>LAST CUPCAKE</strong>.,103,NA,10503,acceptability,14,suspect,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,2,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,25632,backgroundedness,15,hope,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.1,NA,2,verb_focus,Hanako said: Jake didn't <strong>YELL</strong> that Yumi found the wallet.,7,NA,8528,acceptability,16,yell,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,2,filler_bad_1,Hanako said: Emily didn't say that <strong>PAUL</strong> drafted the letter.,113,"Who drafted the letter, according to Emily.",20424,backgroundedness,17,say,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.85,NA,2,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <strong>PHONE</strong>.,9,NA,9032,acceptability,18,whine,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.92,NA,3,embed_focus,Hanako said: Fatima didn't murmur that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,14744,acceptability,19,murmur,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,3,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",20704,backgroundedness,20,guess,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.28,NA,3,verb_focus,Hanako said: Howard didn't <strong>MUMBLE</strong> that Alex bought a birthday cake.,3,NA,16056,acceptability,21,mumble,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.86,NA,3,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,7216,acceptability,22,believe,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,3,filler_bad_1,Hanako said: Larry didn't believe that <strong>NICK</strong> cooked dinner.,117,"Who cooked dinner, according to Larry.",8360,backgroundedness,23,believe,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,3,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,15688,backgroundedness,24,reveal,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,4,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,Who guessed that Charlie received a message.,13495,backgroundedness,25,guess,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.84,NA,4,embed_focus,Hanako said: Emma didn't stammer that Kevin lost the <strong>KEYS</strong>.,2,NA,7240,acceptability,26,stammer,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,incorrect,4,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"What Eva's uncle should do, according to Ted.",43104,backgroundedness,27,insist,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.88,NA,4,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,17096,acceptability,28,suggest,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,4,filler_bad_1,Hanako said: Helen didn't think that <strong>MARC</strong> cut the bread. ,114,"Who cut the bread, according to Helen.",11624,backgroundedness,29,think,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.88,NA,4,verb_focus,Hanako said: Amy didn't <strong>SCREAM</strong> that Charlie saw the robber.,6,NA,86127,acceptability,30,scream,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,5,filler_bad_1,Hanako said: Tony didn't suggest that <strong>LISA</strong> was in the office.,116,"Who was in the office, according to Tony.",9008,backgroundedness,31,suggest,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.79,NA,5,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,5272,acceptability,32,say,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.16,NA,5,verb_focus,Hanako said: Ashley didn't <strong>GROAN</strong> that Hasan talked to the detectives.,8,NA,7616,acceptability,33,groan,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,0.81,NA,5,embed_focus,Hanako said: John didn't whisper that Mary met with the <strong>LAWYER</strong>.,1,NA,5792,acceptability,34,whisper,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,5,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,9408,backgroundedness,35,insist,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
78,condition1,NA,correct,5,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",12914,backgroundedness,36,expect,,[],27,Yes,n/a,4,2,Female,english,Chrome,Windows,1080,1920,13.690283333333332,
84,condition1,1,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,1,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,0,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Who bought the red car.,,backgroundedness,0,NA,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,0,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,"Who Tony would visit, according to Sally.",144020,backgroundedness,1,expect,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,0,verb_focus,Hanako said: Igor didn't <strong>SHRIEK</strong> that Penny won the lottery.,11,NA,19769,acceptability,2,shriek,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,0,embed_focus,Hanako said: Ashley didn't groan that Hasan talked to the <strong>DETECTIVES</strong>.,8,NA,13033,acceptability,3,groan,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,0,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",104253,backgroundedness,4,reveal,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,0,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,86885,acceptability,5,suggest,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,0,filler_bad_1,Hanako said: Tony didn't suggest that <strong>LISA</strong> was in the office.,116,"Who was in the office, according to Tony.",16346,backgroundedness,6,suggest,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,1,verb_focus,Hanako said: Emma didn't <strong>STAMMER</strong> that Kevin lost the keys.,2,NA,13605,acceptability,7,stammer,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,1,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,"What Charlie received, according to Julian.",18512,backgroundedness,8,guess,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,1,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"What Eva's uncle should do, according to Ted.",15565,backgroundedness,9,insist,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,1,filler_bad_1,Hanako said: Ben didn't expect that <strong>LAURA</strong> would order pizza.,118,"Who would order pizza, according to Ben.",81226,backgroundedness,10,expect,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,1,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,14150,acceptability,11,believe,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,1,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <strong>PARENTS</strong>.,12,NA,9242,acceptability,12,moan,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,0.71,NA,2,verb_focus,Hanako said: John didn't <strong>WHISPER</strong> that Mary met with the lawyer.,1,NA,7889,acceptability,13,whisper,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,2,filler_bad_1,Hanako said: Tim didn't suspect that <strong>JASON</strong> drank the beer. ,115,"Who drank the beer, according to Tim.",26896,backgroundedness,14,suspect,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,2,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"What the agent of the guitarist did, according to Frankie.",14451,backgroundedness,15,hope,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,2,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,11771,acceptability,16,think,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,0.47,NA,2,embed_focus,Hanako said: Amy didn't scream that Charlie saw the <strong>ROBBER</strong>.,6,NA,7859,acceptability,17,scream,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,2,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,"What Jacy rented, according to Ronald.",23381,backgroundedness,18,imply,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,0.49,NA,3,embed_focus,Hanako said: Bill didn't shout that Dan knew the <strong>PROFESSOR</strong>.,5,NA,11056,acceptability,19,shout,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,3,filler_bad_1,Hanako said: Emily didn't say that <strong>PAUL</strong> drafted the letter.,113,Who said that Paul drafted the letter.,25835,backgroundedness,20,say,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,3,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong>LAST CUPCAKE</strong>.,103,NA,11507,acceptability,21,suspect,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,3,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",19871,backgroundedness,22,expect,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,0.96,NA,3,verb_focus,Hanako said: Yash didn't <strong>WHINE</strong> that Ming forgot her phone.,9,NA,11560,acceptability,23,whine,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,3,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,23394,backgroundedness,24,insist,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,4,filler_bad_1,Hanako said: Helen didn't think that <strong>MARC</strong> cut the bread. ,114,"Who cut the bread, according to Helen.",25532,backgroundedness,25,think,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,4,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",26028,backgroundedness,26,imply,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,4,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,8474,acceptability,27,say,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,4,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,"What Dana brought, according to Matthew.",144314,backgroundedness,28,hope,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,4,embed_focus,Hanako said: Jake didn't yell that Yumi found the <strong>WALLET</strong>.,7,NA,14491,acceptability,29,yell,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,4,verb_focus,Hanako said: Laura didn't <strong>MUTTER</strong> that Brandon broke his laptop.,4,NA,12312,acceptability,30,mutter,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,5,embed_focus,Hanako said: Howard didn't mumble that Alex bought a <strong>BIRTHDAY CAKE</strong>.,3,NA,12920,acceptability,31,mumble,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,5,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,"Who Todd went out with, according to Jess.",15715,backgroundedness,32,reveal,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,correct,5,filler_bad_1,Hanako said: Larry didn't believe that <strong>NICK</strong> cooked dinner.,117,"Who cooked dinner, according to Larry.",13657,backgroundedness,33,believe,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,NA,incorrect,5,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"What the assistant to the director would do, according to Jessie.",48561,backgroundedness,34,guess,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,1,NA,5,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,22321,acceptability,35,expect,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
84,condition1,0,NA,5,verb_focus,Hanako said: Fatima didn't <strong>MURMUR</strong> that Omar had dinner with his manager.,10,NA,7157,acceptability,36,murmur,,[],20,Confused,no,1,1,Male,english,Safari,Mac,900,1440,21.52815,
